number,url,title,author,created,updated,draft,base,files_changed,additions,deletions,mergeable_state,area,real,relevant_to_main,security,safe_to_merge,useful,verdict,human_attention,effort,blocking,duplicate_of,security_notes,notes
12138,https://github.com/cline/cline/pull/12138,fix(sdk): scale gateway output-token reserve with prompt size,suzuri-lollipop,2026-07-08,2026-07-14,False,main,2,36,1,blocked,sdk-llms,yes,yes,clean,yes,medium,review-and-merge,yes,trivial,needs approval; Windows CI red only on the pre-existing flaky TaskStart hook suite (unrelated to sdk/llms),,"One constant and one Math.max in resolveGatewayRequestMaxTokens, plus a test. No new dependencies, no network or filesystem access, no credential handling. It only lowers the computed max output tokens, so it cannot cause a request to exceed a limit it previously respected, and callers that pass an explicit outputReserveTokens are untouched.","The chars/token heuristic in estimateRequestInputTokens drifts proportionally with input size, so the flat 1,024-token reserve is too thin at ~250k tokens and requests get rejected by the provider (observed on a Bedrock 262,144-token model). Scales the default reserve to max(1024, 2% of estimate). Verified main still uses the flat constant at gateway.ts:23. The author is honest in the description that this narrows rather than closes the gap; the tradeoff is slightly less output headroom on very large prompts."
12144,https://github.com/cline/cline/pull/12144,fix(cli): use unique keys for read_files rows,minh2416294,2026-07-08,2026-07-13,False,main,4,46,2,dirty,cli,yes,yes,clean,after-rebase,low,needs-author-work,no,trivial,conflicts with main; the chat-entry.tsx hunk was superseded by commit 847276f4a,,"Pure React key-derivation change in the TUI: adds `buildReadFilesKeys` in apps/cli/src/tui/utils/tool-parsing.ts returning `${i}:${path}`. No new deps, no network/exec/fs calls, no auto-approval or permission surface touched. New test file only.","Fixes duplicate React keys when read_files lists the same path twice. Main has since partially fixed chat-entry.tsx with key=`${f.path}:${sl}:${el}` (commit 847276f4a), so that hunk conflicts and is largely redundant; the still-valid part is tool-approval.tsx, which remains `key={f.path}` on main. Needs a rebase down to just that one site."
12146,https://github.com/cline/cline/pull/12146,refactor(vscode): remove dead getAvailableSlashCommands RPC and cliCompatible,dominiccooney,2026-07-08,2026-07-14,False,dpc/plugin-slash-command-autocomplete,17,404,402,dirty,vscode-new,yes,yes,clean,after-rebase,medium,maintainer-internal,no,medium,"targets stacked branch dpc/plugin-slash-command-autocomplete, not main; mergeable_state dirty",,"Deletion-only refactor: removes an RPC handler, two proto messages, and an unused boolean field. No new deps (bun.lock churn is from the stacked base branch), no network endpoints, no exec/path handling, no auto-approval changes.","Cline team member (dominiccooney) stacked work removing the never-called getAvailableSlashCommands RPC plus the unused cliCompatible field. Verified on main that the handler, proto messages, and cliCompatible all still exist and nothing consumes them. Directly conflicts in intent with community PR 12243, which builds a consumer for this same RPC."
12147,https://github.com/cline/cline/pull/12147,chore(vscode): remove /deep-planning slash command and docs references,dominiccooney,2026-07-08,2026-07-13,True,dpc/rationalize-slash-commands,18,356,434,dirty,mixed,yes,yes,clean,after-rebase,medium,maintainer-internal,no,small,draft; targets stacked branch dpc/rationalize-slash-commands; mergeable_state dirty,,"Removes one entry from BASE_SLASH_COMMANDS and edits docs/*.mdx plus four redirect destinations in docs.json. No code execution, no deps, no network, no permission-model change.","Cline team member's draft removing the orphaned /deep-planning command. Confirmed on main that `deep-planning` is still listed in BASE_SLASH_COMMANDS with no backend handler, so selecting it just sends the literal string to the model. Part of a dpc/* stack, not a main-targeted PR."
12154,https://github.com/cline/cline/pull/12154,"docs: fix typos, incorrect slash command, and hooks vs plugins mismatch",CoderSufiyan,2026-07-08,2026-07-08,False,main,4,4,4,blocked,docs,yes,yes,clean,yes,low,merge-ready,no,trivial,none (blocked = awaiting approval; all checks pass),,"Four one-word/one-character edits across docs/*.mdx. No code, no deps, no links to new external domains.","Verified all four defects still present on main: the doubled period in minimax.mdx, 'manage through multiple agents through' in installing-cline.mdx, `/new` instead of `/newtask` in ide.mdx (newtask is the real command in BASE_SLASH_COMMANDS), and the Hooks frontmatter pointing at 'SDK Hooks' while the body links SDK Plugins. Correct and green."
12155,https://github.com/cline/cline/pull/12155,chore(vscode): remove /reportbug slash command,dominiccooney,2026-07-08,2026-07-13,True,dpc/rationalize-slash-commands,30,354,571,dirty,vscode-new,yes,yes,clean,after-rebase,medium,maintainer-internal,no,medium,draft; targets stacked branch dpc/rationalize-slash-commands; mergeable_state dirty; open review thread on missing `reserved 14` in ui.proto,,"Feature deletion across proto, controller, webview and docs. Removes a ClineAsk enum value (14) without a `reserved` marker, which is a proto-hygiene issue rather than a security one. No new deps, no network calls added.","Cline team member's draft removing /reportbug, which the description says is a no-op after the SDK migration. Confirmed reportbug is still in BASE_SLASH_COMMANDS and reportBug.ts still exists on main. Stacked on dpc/rationalize-slash-commands, so it is in-flight team work."
12159,https://github.com/cline/cline/pull/12159,fix(llms): strip embedded MiniMax reasoning tags in openai-compatible streams,syf2211,2026-07-08,2026-07-18,False,main,3,379,2,blocked,sdk-llms,yes,yes,clean,yes,medium,review-and-merge,yes,medium,none (blocked = awaiting approval; full CI green including Test ubuntu/windows),,"New pure-string streaming parser in sdk/packages/llms/src/providers/middleware/. No new dependencies, no network calls, no fs/exec, no auth or tool-policy surface. It does route model text into reasoning-delta events, which are rendered differently but not trusted more. Cosmetic oddity: tag literals are written as `""<"" + ""redacted_thinking"" + "">""` and `\u003cthink\u003e` rather than plain strings — harmless, but reads as needless obfuscation.","Adds a chunk-boundary-safe parser that pulls <think>/<redacted_thinking> blocks out of plain content deltas and re-emits them as reasoning-delta, gated to providerId === 'openai-compatible' plus a model id containing 'minimax'. Verified on main that no such middleware exists and reasoning-delta events do carry a `redacted` flag that runtime-event-adapter.ts and agent-runtime.ts consume, so the reviewer's 'emitted but unused' worry is unfounded. Fixes #9880. Two nits for review: <redacted_thinking> is Anthropic terminology and is speculative for MiniMax, and the PR body claims redacted:true for <think> while the code emits redacted:false."
12163,https://github.com/cline/cline/pull/12163,fix: add API Key field to LM Studio provider for authenticated servers,ayuuxh2,2026-07-08,2026-07-18,False,main,1,16,0,blocked,vscode-new,yes,yes,clean,yes,medium,review-and-merge,yes,trivial,none (blocked = awaiting approval; all checks pass),,"Reuses the existing ApiKeyField component and useProviderApiKeyField hook, so the key is masked in the UI and persisted through the same provider-scoped secret path as XAI/ZAI. No new deps, no new endpoints, no plaintext logging of the key, single file changed.","16-line addition of an API key input to LMStudioProvider.tsx for users who enable LM Studio's 'Require Authentication'. Checked the plumbing the reviewer questioned: cline-session-factory.ts maps `lmstudio: ""apiKey""`, and the lmstudio builtin in builtins.ts is `family: ""openai-compatible""`, so the key does become the bearer token on outgoing requests. Closes #9668. Worth confirming the model-list fetch (ModelsServiceClient) also sends the key, otherwise the dropdown will still fail against an authenticated server."
12165,https://github.com/cline/cline/pull/12165,fix(sdk): make MCP server initialize timeout configurable,CoderSufiyan,2026-07-08,2026-07-18,False,main,5,97,2,blocked,sdk-core,yes,yes,clean,yes,medium,review-and-merge,yes,small,none (blocked = awaiting approval; full CI green),,"Adds one optional numeric field to McpServerRegistration, validated with z.number().int().min(100) in all three config-schema paths. No new deps, no network, no command construction change — the timeout only bounds an existing handshake. Raising the ceiling has no privilege implication.","Replaces the hardcoded MCP_CONNECT_TIMEOUT_MS (1500ms, confirmed still hardcoded on main at client.ts:42) with a per-server `initializeTimeoutMs`, defaulting to the old value. Fixes #12044. Author already addressed review feedback with a client test pinning per-attempt semantics and config-loader tests for the min-100ms bound. The per-attempt (not total) budget across the newline/framed fallback is documented on the field but is the one design point a maintainer should sign off on."
12195,https://github.com/cline/cline/pull/12195,feat(cli): show team active indicator in status bar,CoderSufiyan,2026-07-09,2026-07-09,False,main,5,50,1,blocked,cli,partly,yes,clean,after-changes,low,needs-author-work,no,small,dead `teamRunCount` state; no tests,,"TUI-only state plumbing: a boolean in session-context, a counter ref in use-agent-events, and a cyan `@team` text node in status-bar. No deps, no IO, no network, no permission surface.","Adds an `@team` status-bar indicator driven by a run_queued/run_completed counter, addressing #12090. The counting logic itself is fine, but the PR also exports `teamRunCount` through SessionContext and never increments it — it is only ever reset to 0, so it is dead state on the public context value. No tests added. Small cleanup away from mergeable."
12196,https://github.com/cline/cline/pull/12196,fix(cli): prevent spawned agent output from breaking per-word in TUI,CoderSufiyan,2026-07-09,2026-07-09,False,main,1,1,1,blocked,cli,partly,unsure,clean,after-changes,low,needs-author-work,no,trivial,unverified root cause; no test; changes joining across separate tool results too,,"Single-character change to a join separator in extractFullOutputText. No deps, no IO, no network, no escaping or sanitization affected.","One-line `join(""\n"")` → `join("" "")` in apps/cli/src/tui/utils/tool-parsing.ts. The `parts` array being joined accumulates across *both* multiple tool-result items and multiple text parts within a result, so this also collapses genuinely separate results onto one line. Issue #12184 reports intermittent word-per-line output, and the PR asserts without evidence that ACP returns one word per text part; no test and no reproduction is included to back that up."
12199,https://github.com/cline/cline/pull/12199,fix(core): strip UTF-8 BOM before parsing settings JSON,SnowSky1,2026-07-09,2026-07-18,False,main,4,85,3,blocked,sdk-core,yes,yes,clean,yes,medium,review-and-merge,yes,trivial,none (blocked = awaiting approval; full CI green),,"Adds a `stripJsonBom` helper that removes at most one leading U+FEFF before JSON.parse in config-loader.ts and global-settings.ts. It does not relax schema validation, touch file permissions, or change what is written back. No deps, no network.","BOM-prefixed MCP settings currently throw a parse error, and BOM-prefixed global settings silently fall back to defaults — both confirmed against main, which passes readFileSync output straight to JSON.parse. Three regression tests added (MCP load, MCP update, global-settings load). Only nit raised in review is that `stripJsonBom` is duplicated verbatim in both modules instead of living in a shared util."
12206,https://github.com/cline/cline/pull/12206,fix(vscode): show disabled MCP servers in webview on IDE restart,CoderSufiyan,2026-07-09,2026-07-09,False,main,2,10,2,blocked,vscode-new,yes,yes,clean,yes,medium,review-and-merge,yes,trivial,none (blocked = awaiting approval; full CI green including vscode test on both platforms),,"Adds a `getAllServers()` accessor to McpHub and uses it only for the webview subscription's initial state. `getServers()` — the filtered accessor used by the tool provider and auto-approval policy — is deliberately untouched, so no disabled server becomes callable. No deps, no network.","Root cause verified on main: McpHub.ts:427-440 deliberately creates disconnected stub connections for disabled servers so they render in the UI, but getServers() filters them out at line 131 and subscribeToMcpServers.ts:39 uses that filtered list for the initial push. Result is that a disabled server vanishes after restart and can't be re-enabled without hand-editing settings. Fixes #12176 in 10 lines."
12207,https://github.com/cline/cline/pull/12207,fix(vscode): skip telemetry provider init when setting is disabled,CoderSufiyan,2026-07-09,2026-07-09,False,main,3,40,5,blocked,vscode-new,yes,yes,clean,after-changes,medium,needs-author-work,yes,small,no re-init path when the user re-enables telemetry; existing getDefaultConfigs tests not updated,,"Privacy-positive: prevents PostHog and build-time OTEL clients from being constructed at all when telemetrySetting === 'disabled'. Env-configured runtime OTEL (bypassUserSettings) is intentionally still allowed, which is defensible since the operator opted in explicitly. Each guard is wrapped in try/catch that falls back to the current behavior if StateManager isn't ready. No new deps or endpoints.","Moves the telemetry opt-out check from capture time to init time in TelemetryProviderFactory, ErrorProviderFactory and common.ts, addressing #12115 (unnecessary client setup and a ~6s shutdown delay). The gap: SdkController.updateTelemetrySetting only writes state and posts to the webview — it never recreates providers — so with this change a user who disables telemetry, restarts, then re-enables it gets no telemetry until another restart. TelemetryService.test.ts already has six getDefaultConfigs cases that this PR does not extend."
12221,https://github.com/cline/cline/pull/12221,fix(webview): expose Plan/Act toggle as an accessible radiogroup (#4932),minh2416294,2026-07-10,2026-07-14,False,main,3,39,18,blocked,vscode-new,yes,yes,clean,yes,medium,review-and-merge,yes,small,none (blocked = awaiting approval; full CI green),,"ARIA attributes, a Space/Enter keydown handler that calls the existing onModeToggle, a :focus-visible outline, and matching e2e selector updates. No new deps, no network, no change to what the toggle actually does or to any approval path.","Title and body still describe a radiogroup, but the actual diff implements a single role=""switch"" on SwitchContainer with aria-checked={mode === ""act""} and aria-hidden on the visual Plan/Act labels — the author reworked it after review feedback that the radiogroup lacked roving tabindex and arrow keys. On main the two inner divs each carry role=""switch"" with no group, which is the reported bug (#4932). Peer-approved and CI green; the only open nit is that the static aria-label ""Act mode"" reads oddly when unchecked."
12228,https://github.com/cline/cline/pull/12228,feat(sdk): XML tool calling plugin for local models + afterModel message replacement,saoudrizwan,2026-07-10,2026-07-11,True,main,16,1850,9,blocked,mixed,yes,yes,clean,no,medium,maintainer-internal,no,large,"draft, deliberately parked by the author pending a decision on the underlying SDK change",,"Large but self-consistent: a new example plugin under sdk/examples/plugins/xml-tool-calling plus an optional `message` field on AgentAfterModelResult so sandboxed plugins can replace the assistant message over IPC. Parsed XML is converted to native tool-call parts and still flows through the normal approval and tool-policy pipeline, so it does not bypass the permission model. CodeQL and Socket both pass; bun.lock changes are workspace-local.","Cline team member's own draft bringing legacy XML tool calling back as a plugin. saoudrizwan explicitly commented that he is keeping it in draft because he suspects the real local-model failure is AI SDK tool parsing running ahead of Cline's flexible parser, and does not want the SDK hook change unless the team is comfortable with it. Leave alone."
12241,https://github.com/cline/cline/pull/12241,fix(vscode): preserve draft when toggling from act to plan,CoderSufiyan,2026-07-12,2026-07-13,False,main,3,90,7,blocked,vscode-new,yes,yes,clean,yes,medium,review-and-merge,yes,small,"Windows e2e job failed on 'Failed to install dependencies for E2E test — Installation timed out' (infra, macOS and Ubuntu e2e both pass); maintainer review thread still open",,"Extracts a pure `getModeToggleDraftAction` helper (clear/restore/keep) and reconciles composer text plus image/file attachments after a mode toggle. Webview-local state only — no deps, no IO, no network, no message content sent anywhere new.","Fixes #12237, where an act→plan toggle that does not consume the composer content still wipes the draft during the rebuild. dominiccooney requested a simpler shape and the author responded by collapsing two boolean helpers into one three-way decision function with unit tests. Attachment restoration is kept separate from the text policy, which is the remaining thing a reviewer should eyeball."
12243,https://github.com/cline/cline/pull/12243,fix(vscode): surface skills in slash-command autocomplete,CoderSufiyan,2026-07-12,2026-07-13,False,main,5,200,4,blocked,vscode-new,yes,yes,clean,after-changes,medium,needs-author-work,yes,medium,builds on the getAvailableSlashCommands RPC that maintainer PR 12146 deletes as dead code; refetches only on mount,,"Reads skills through createCoreSettingsService().list() and remote skill toggles from StateManager, and returns names/descriptions to the webview for display. Disabled local skills and toggled-off remote skills are filtered out, so it does not surface anything the user has switched off. Failures are caught and logged, returning an empty list. No new deps, no new endpoints, no execution of skill content.","Adds enabled local and remote skills to the VS Code slash menu (#12236) by wiring the webview to the previously-unused getAvailableSlashCommands RPC. That is exactly the direction dominiccooney's 12146 argues against — its stated rationale is that slash-commands.ts is already the more complete source and the RPC should be removed rather than given a consumer — so a maintainer needs to pick one. Secondary issues: the RPC is called once in a mount-effect so newly added skills won't appear until reload, and the diff quietly drops `setShowContextMenu` from an unrelated useEffect dependency array. Precedence feedback from dominiccooney was addressed."
12245,https://github.com/cline/cline/pull/12245,fix(cli): persist general settings across restarts,CoderSufiyan,2026-07-12,2026-07-23,False,main,10,251,8,blocked,mixed,yes,yes,clean,no,medium,needs-author-work,no,medium,"CI failing: @cline/cli src/main.test.ts, 2 tests ('maps --thinking to medium effort', 'uses Core's agentic compaction default for prompt runs')",,"Adds compactionEnabled/toolAutoApprove/planActMode to the global settings schema and read/write helpers. Persisting `toolAutoApprove` does touch the approval model: a user who enables auto-approve in one session now has it restored on the next launch, which is the intended behavior but is a permission-relevant default change worth a maintainer's explicit sign-off. Explicit CLI flags still win. No deps, no network.","Persists compaction mode, auto-approve and Plan/Act across CLI restarts (#12158), with a modeExplicitlySet flag so flags override persisted values and a separate compactionEnabled bit so 'off' is not restored as 'basic'. The author already went two rounds with dominiccooney on naming and dropped CLI-only `verbose` from the shared schema. Currently red: I pulled the ubuntu Test job log and two main.test.ts assertions fail because runAgent is now called with different compaction args. Ball is in the author's court and a maintainer is already engaged."
12248,https://github.com/cline/cline/pull/12248,fix(core): preserve search_files absolute paths,CoderSufiyan,2026-07-12,2026-07-23,False,main,3,68,4,blocked,sdk-core,yes,yes,minor-concerns,after-changes,medium,review-and-merge,yes,small,confirm intended workspace-escape semantics for absolute search roots,,"resolveSearchRoot in definitions.ts returns the raw input when path.isAbsolute() OR path.win32.isAbsolute() is true, so a model-supplied absolute `path` now escapes the configured cwd and searches anywhere the process can read. This matches legacy search_files semantics (path.resolve(cwd, '/etc') also yields '/etc'), and main's search executor has no workspace-boundary check either, so it is not a new class of escape — but it does widen the current always-cwd behavior. Separately, path.win32.isAbsolute treats a POSIX string starting with a single backslash as absolute. No deps, no network, regex is passed to the existing executor unchanged.","Adds a legacy `{ regex, path }` shape to SearchCodebaseUnionInputSchema and honors the path as the search root. Confirmed the bug on main: that input matches none of the four union members, so `validate.queries` is undefined and the executor is invoked with `[undefined]` as the query — legacy search_files input is silently broken, not just cwd-scoped. Closes #12099. Two focused tests cover Windows drive letters and relative roots."
12257,https://github.com/cline/cline/pull/12257,fix(llms): add missing delta fallback in reasoning-delta stream handler,AmariahAK,2026-07-13,2026-07-14,False,main,2,73,8,blocked,sdk-llms,yes,yes,clean,yes,medium,review-and-merge,yes,trivial,none (blocked = awaiting approval; full CI green),,"Extracts a `getStreamPartText` helper and points both the text-delta and reasoning-delta branches at it. Pure property-access consolidation in ai-sdk.ts. No deps, no network, no auth, no tool-policy interaction.","Confirmed the asymmetry on main: the text-delta branch ends in `?? part.delta` while reasoning-delta ends in `?? part.reasoning`, so a reasoning part carrying its content under `delta` is dropped. The shared helper fixes that and two gateway tests pin it. Note the change also makes text-delta fall back to `part.reasoning`, a small widening the reviewer should be aware of. The PR body is confused AI-generated text — it says 'Refines #12257', which is this PR's own number — but the code is sound."
12260,https://github.com/cline/cline/pull/12260,fix(shared): keep valid OTEL headers when one entry is malformed,edobusy,2026-07-13,2026-07-18,False,main,2,59,6,blocked,sdk-core,yes,yes,clean,yes,medium,review-and-merge,yes,trivial,none (blocked = awaiting approval),,"Moves an existing try/catch from around the whole forEach to inside it, so a single decodeURIComponent failure skips one entry instead of aborting the list. Security-positive: today a malformed header can silently discard a following Authorization header. No deps, no network, no new parsing behavior for valid input.","Verified the bug on main in sdk/packages/shared/src/parse/headers/utils.ts: the whole split/forEach is inside one try with an empty catch, so `a=1,b=%,c=3` yields only `{a: ""1""}`. Only caller is OTEL exporter config parsing OTEL_EXPORTER_OTLP_HEADERS. The file had zero test coverage before; this adds six cases including two that fail if the fix is reverted."
12261,https://github.com/cline/cline/pull/12261,fix(vscode): prevent Bedrock prompt cache mode leak,CoderSufiyan,2026-07-13,2026-07-13,False,main,2,47,6,blocked,vscode-new,partly,yes,clean,after-changes,low,needs-author-work,no,small,heuristic does not cover the reported case and over-triggers on Haiku 3.5,,"Adds two small pure helpers in apps/vscode/src/sdk/bedrock-config.ts that decide usePromptCache from the mode-specific base model id. No credential handling changed, no new deps, no network.","Targets #12172, where a shared awsBedrockUsePromptCache setting leaks a cache-enabled Plan model's option into a non-caching Act model. The fix keys off `baseModelId.includes(""claude"") && includes(""haiku"")`, which has two problems: the reporter's failing model is an application-inference-profile ARN that contains neither substring, and Claude 3.5 Haiku does support Bedrock prompt caching, so this would silently disable it for those users. The real fix is a per-mode setting, not a model-name denylist."
12267,https://github.com/cline/cline/pull/12267,feat: add Crusoe as an OpenAI-compatible provider,acheamponge,2026-07-13,2026-07-21,False,main,4,27,0,dirty,sdk-llms,yes,yes,minor-concerns,after-changes,low,needs-author-work,no,trivial,conflicts with main (dirty); gated by abeatrix on the upstream models.dev entry (anomalyco/models.dev#3250) landing first,,"Purely declarative: a BuiltinSpec entry pointing at https://api.inference.crusoecloud.com/v1 with CRUSOE_API_KEY, an enum id, a models.dev key mapping, and a docs section. No code, no new npm dependency, no postinstall. The concerns are trust-related rather than code-level: it adds a new third-party inference endpoint to the shipped provider list, and the author discloses that he maintains Crusoe's ecosystem integrations, so this is a vendor-submitted entry.","27-line provider addition following the Nebius pattern; confirmed no `crusoe` entry exists in sdk/packages/llms today. abeatrix already replied asking to be pinged once the models.dev PR merges so the model list resolves, so the process is settled and the ball is with the author. The failing Windows vscode-test job is unrelated infra (better-sqlite3 / EBUSY temp-dir), not this change."
12271,https://github.com/cline/cline/pull/12271,feat(auth): add xAI subscription OAuth,saoudrizwan,2026-07-14,2026-07-14,False,main,13,890,6,dirty,mixed,yes,yes,clean,after-rebase,medium,maintainer-internal,no,large,conflicts with main (dirty); windows Test job and macOS e2e failing,,"Adds an RFC 8628 device flow against auth.x.ai/oauth2/device/code and /oauth2/token with a public OAuth client id (b1a00492-...) — a device-flow client id is not a secret, and no credential is committed. Tokens go through the existing ProviderSettingsManager storage; refresh keeps a prior refresh token when xAI doesn't rotate, and only clears the managed login on invalid_grant. No TLS verification is disabled, no new npm dependency. CodeQL and Socket both pass. arafatkatze validated the live login and inference path and approved.",Cline team member's partner-requested integration adding a separate `xai-subscription` provider (grok-build-0.1 over api.x.ai/v1) alongside the existing API-key `xai`. Already reviewed and approved by arafatkatze based on live device-OAuth login and real inference. VS Code deliberately filters the provider out of its catalog until webview OAuth exists. Team's own work — just needs a rebase and a CI rerun.
12273,https://github.com/cline/cline/pull/12273,fix(cli): support Windows x64 CPUs without AVX2,adrianweidig,2026-07-14,2026-07-14,True,main,1,7,1,blocked,cli,yes,yes,clean,after-changes,medium,needs-author-work,yes,small,draft; unconditional baseline target for all Windows x64 users; diverges from the separate-package approach used for Linux in #11412; full CLI unit suite not run,,"Seven-line change to apps/cli/script/build.ts: selects Bun's bun-windows-x64-baseline compile target and skips the POSIX chmod when building on Windows. No new deps, no download of external binaries, no change to what is bundled. Verified `targetOs` is already in scope inside buildCompiledBinary, so the chmod guard compiles.","Real crash report: the published @cline/cli-windows-x64 binary is compiled with Bun's AVX2-requiring x64 target and dies with 0xC0000005 on pre-Haswell CPUs (tested on an i7-3770). The fix works but makes every Windows x64 user run the baseline build, whereas the Linux counterpart (#11412) shipped a separate baseline package plus resolver. A maintainer needs to decide between the two approaches before this can land; the author explicitly notes the CLI unit suite did not finish on his host."
12281,https://github.com/cline/cline/pull/12281,fix(vscode): clear stale thinking after mode changes,CoderSufiyan,2026-07-14,2026-07-14,False,main,7,97,6,blocked,vscode-new,yes,yes,clean,after-rebase,medium,review-and-merge,yes,small,one red e2e (windows) leg on a two-week-old run; branch needs a re-run/approval,,"No new deps, no network calls, no shell/exec, no auth or auto-approval changes. Adds a 'mode_changed' literal to an existing cancel-reason union and two read-only webview filters; both new JSON.parse calls are wrapped in try/catch that falls back to the previous tolerant behavior.","Threads a distinct 'mode_changed' cancel reason from SdkModeCoordinator through finalizeMessagesForSave, then suppresses that request's reasoning in both webview render paths (findReasoningForApiReq and filterVisibleMessages). Verified on main: 'mode_changed' appears nowhere, all seven touched files exist, and user_cancelled behavior is left intact with an explicit test. Diff matches the description exactly."
12289,https://github.com/cline/cline/pull/12289,fix(core): stop read_files results from teaching models an invalid input shape,abeatrix,2026-07-14,2026-07-15,False,main,11,415,33,dirty,mixed,partly,yes,clean,after-changes,medium,maintainer-internal,no,medium,merge conflicts with main; JetBrains plugin integration tests failing; the alias-normalization third of the PR already landed via #12287,,"No new deps, no network calls, no credentials. Changes are schema transforms, a query-echo string format, and an extra validation hint string; the widest new surface is accepting two extra key aliases (file_path/filePath) that are normalized to path before any filesystem call, so no new path-traversal reach.","Three-part fix for model drift from 'path' to 'filePath' on read_files. Part two is already on main: LooseReadFileRequestSchema with file_path/filePath transforms landed in #12287 (sdk/packages/core/src/extensions/tools/schemas.ts). The remaining novel parts are the JSON-object query echo (main's formatReadFileQuery still returns the fused 'path:start-end' string) and the root-union validation hint (no 'hint' param in shared/src/parse/zod.ts on main). Team-authored and partially superseded, so leave it to abeatrix."
12307,https://github.com/cline/cline/pull/12307,fix(vscode): preserve Plan mode tool result ordering,CoderSufiyan,2026-07-15,2026-07-15,False,main,2,46,12,blocked,vscode-new,yes,yes,clean,after-rebase,medium,review-and-merge,yes,small,all CI green; needs maintainer approval and a rebase,,"No new deps, no network endpoints, no shell usage. Purely reorders existing gRPC sends behind a promise chain and preserves the pre-existing try/catch error logging; no data content is changed.","Replaces two duplicated fire-and-forget sendPartialMessageEvent call sites with a shared enqueuePartialMessage that chains sends on a module-level promise, so a completed tool result cannot overtake its tool-start message. Worth a reviewer's eye on the global chain: it is process-wide rather than per-session and is never reset, so one send that hangs stalls every subsequent webview push."
12311,https://github.com/cline/cline/pull/12311,fix(llms): preserve OpenAI Responses reasoning metadata,CoderSufiyan,2026-07-15,2026-07-18,False,main,2,98,9,blocked,sdk-llms,yes,yes,clean,after-changes,medium,needs-author-work,yes,medium,"pendingReasoningMetadata is never cleared between reasoning blocks; two red CI legs (test, vscode test windows)",,"No new deps or endpoints. Copies two whitelisted OpenAI fields (itemId, reasoningEncryptedContent) from provider metadata into providerOptions, both type-guarded to string; encrypted reasoning content is passed back to the same provider that issued it, not logged or persisted anywhere new.","Real gap: main's extractGoogleThoughtMetadata handles only Google thought signatures, so OpenAI Responses reasoning item ids are dropped and encrypted reasoning cannot be replayed. The fix renames it to extractProviderThoughtMetadata and adds an openai branch. Bug in the current diff: pendingReasoningMetadata is set on 'reasoning-start' and merged into every subsequent reasoning-delta but is never reset on reasoning-end, so in a multi-block Responses stream the first block's itemId bleeds into later blocks."
12313,https://github.com/cline/cline/pull/12313,fix(mcp): cap streamable HTTP reconnect flapping,CoderSufiyan,2026-07-15,2026-07-15,False,main,3,94,27,blocked,vscode-new,yes,yes,clean,after-rebase,medium,review-and-merge,yes,small,"all CI green; will conflict with #12364, which also rewrites McpHub.ts and StreamableHttpReconnectHandler.ts",,"No new deps, no new network destinations, no credential handling. Only changes retry-budget bookkeeping and adds a setTimeout-based stability window; if anything it reduces reconnect traffic against MCP endpoints.","Moves the reconnect attempt counter out of the per-handler instance into a McpHub-owned ReconnectState map keyed by server name, so recreating the transport no longer resets the retry budget to zero and a fast-flapping server can no longer reconnect forever. Attempts now reset only after a 30s stability window. Two loose ends for a reviewer: the state map is never pruned when a server is removed or renamed, and the pending reset timers are not cleared on hub disposal."
12314,https://github.com/cline/cline/pull/12314,fix(mcp): install stdio servers from marketplace,CoderSufiyan,2026-07-15,2026-07-15,False,main,2,13,1,blocked,sdk-core,yes,yes,clean,after-rebase,medium,review-and-merge,yes,trivial,all CI green; needs maintainer approval,,"One-line arg-array slice plus a test. No new deps, no network calls, no string-concatenated shell: the resulting targetArgs are still handed to the existing spawn path as an array, so stripping the '--' separator does not create an injection point.","parseMcpInstallArgs currently takes the token right after the server name as the executable, so Aikido-style marketplace entries ('aikido -- npx -y @aikidosec/mcp') register '--' as the command and the server never starts. The fix drops a leading '--'. Confirmed unfixed on main (sdk/packages/core/src/services/mcp-install.ts still destructures targetArgs directly). Smallest high-confidence merge in the batch."
12315,https://github.com/cline/cline/pull/12315,draft: add acp page,reneehuang1,2026-07-15,2026-07-15,True,main,2,72,0,blocked,docs,partly,yes,clean,no,medium,maintainer-internal,no,trivial,still marked draft by the author,,"Docs-only: one new .mdx page and one nav entry in docs.json. No code, no deps, no endpoints.","New docs page for running the CLI in ACP mode. I verified the flags it documents against apps/cli/src/commands/program.ts: --acp, -m/--model, -p/--plan, -v/--verbose and -c/--cwd all exist as described. The weak part is the 'Supported Editors' table, which asserts native extensions for Cursor, Windsurf and Antigravity without qualification. Author is on the Cline team and it is still a draft."
12332,https://github.com/cline/cline/pull/12332,docs: fix tool result JSON example,amir-rezaei,2026-07-16,2026-07-16,True,main,1,1,1,blocked,docs,yes,yes,clean,after-changes,low,review-and-merge,no,trivial,still marked draft; author needs to mark it ready,,"Removes a single trailing comma in a docs code fence. No code, no deps, no network.","Confirmed on main: docs/api/chat-completions.mdx line 208 still ends the tool-result array element with a trailing comma inside a block labelled ```json, so copy-pasting it fails JSON.parse. Correct one-character fix, just needs to leave draft state."
