number,url,title,created,updated,author,labels,area,kind,verdict,relevant_to_main,severity,human_attention,duplicate_of,cluster,evidence,notes
12318,https://github.com/cline/cline/issues/12318,Error: Unknown session mid-conversation — hub daemon loses session state,2026-07-15,2026-07-15,pgalbraith,CLI,hub,bug,duplicate,yes,high,no,11661,hub-session-loss,"The error surface is live on `main`: `sessionNotFoundReply` in `sdk/packages/core/src/hub/server/handlers/run-handlers.ts` emits `Unknown session: ${sessionId}` with `SESSION_NOT_FOUND_ERROR_CODE`, and `sdk/packages/core/src/hub/server/handlers/session-handlers.ts` raises the same message from six separate lookups. Nothing in `git log --since=2026-07-15 -- sdk/packages/core/src/hub apps/cline-hub` addresses session-state loss (`1bb083328`, #12500, only isolates CLI-side hub daemon abort handling in `apps/cli/src/index.ts`), so the reported failure is unaddressed.","Report is thin (no logs, no daemon state), but the failure class — hub-side session map losing a session the client still holds — is concrete and the repository has no reconciliation path. Owner: `@cline/core` `src/hub/`."
12323,https://github.com/cline/cline/issues/12323,"VSCode/Cline/GPT5.4(high) are constantly running near 1M context size, sometimes going over.",2026-07-16,2026-07-16,phalexo,VS Code,sdk-core,question-support,needs-info,unsure,low,no,,gpt55-context-overflow,"What the reporter describes is largely the documented design on `main`: `COMPACTION_TRIGGER_RATIO = 0.9` in `sdk/packages/core/src/extensions/context/compaction-shared.ts` fires compaction at 90% of `maxInputTokens` (`sdk/packages/core/src/extensions/context/compaction.ts`, `requestTriggerTokens = maxInputTokens * COMPACTION_TRIGGER_RATIO`), so a 1M-context GPT-5.4 selection legitimately climbs to ~900k before each handoff, repeatedly. The only genuinely bug-shaped claim, ""sometimes going over"", has no repro steps, no token trace, and no version beyond ""4+"".","Reporter themselves says ""I am not even certain if this is normal behavior"". Ask for a task export plus the context-window readout; also note `26037b17a` (#12317) changed the default to agentic compaction after this was filed."
12338,https://github.com/cline/cline/issues/12338,MCP tool approval UI fires with undefined server_name before params populated,2026-07-16,2026-07-16,githubuser1256,,vscode-new,bug,legacy-only,no,medium,no,,,"The reported mechanism does not exist on `main`. MCP calls are no longer an XML tool with a model-supplied `server_name` parameter: `sdk/packages/core/src/extensions/mcp/tools.ts` registers one native tool per MCP tool via `defaultMcpToolNameTransform`, and `apps/vscode/src/sdk/message-translator.ts` derives `serverName` deterministically from the `serverName__toolName` tool id in `parseMcpToolName`/`buildMcpToolPayload` — the model never supplies it, so it cannot be `undefined`. The error text the reporter pasted maps to `responses.missingToolParameterError` in `apps/vscode/src/core/prompts/responses.ts`, which is dead code on `main` (grep finds no call sites).","Reporter is on 4.0.8, which ships through `apps/vscode-rollout` and can still serve the legacy 3.x bundle; the symptoms are the legacy XML tool parser. Resolves with the SDK-extension rollout. `missingToolParameterError` in `responses.ts` is orphaned and could be deleted."
12339,https://github.com/cline/cline/issues/12339,Enable Cline as an Agent in VS Code's Agent's window,2026-07-16,2026-07-16,jlfranklin,VS Code,vscode-new,feature-request,feature-request,yes,low,yes,,,"`apps/vscode/package.json` (version 4.0.0) contains no `chat.agentHost` / agent-host / chat-session contribution of any kind — grep for `agentHost`, `chatParticipant`, and `chatSessions` in the manifest returns nothing — so Cline cannot appear in the VS Code 1.129 Agents window. This is a genuine unimplemented integration on `main`, not a defect.","A contributor checked AHP docs and found no public extension-manifest registration point, so this may be blocked upstream on Microsoft. Needs a product answer on whether Cline is pursuing an AHP integration."
12340,https://github.com/cline/cline/issues/12340,"The API needs to implement the /v1/models list endpoint, and Cline needs to support automatic model selection.",2026-07-16,2026-07-16,wezcr180,CLI,unknown,feature-request,feature-request,unsure,low,no,,,"The consumer half already exists on `main`: providers declare a `modelsSourceUrl` (e.g. `http://localhost:1234/v1/models` for LM Studio in `sdk/packages/llms/src/providers/builtins.ts`) and `sdk/packages/core/src/services/llms/provider-defaults.ts` fetches keyless live model lists from it, so Cline does discover models over `/v1/models`. The producer half — making Cline's own hosted API serve `/v1/models` — has no code in this repository; nothing under `sdk/` or `apps/` implements an inference server.","Half of the ask targets the Cline API service (different codebase); the other half is already implemented. Version field ""1.2.3"" is bogus. Reply clarifying both, then close."
12344,https://github.com/cline/cline/issues/12344,CLI: MCP stdio servers with slow startup get silently dropped (initialize timeout is only ~1500ms),2026-07-16,2026-07-17,rjvkn,,sdk-core,bug,confirmed-by-code,yes,medium,yes,,mcp-initialize-timeout,"Exactly as reported, on `main`: `sdk/packages/core/src/extensions/mcp/client.ts` defines `MCP_REQUEST_TIMEOUT_MS = 5_000` but `MCP_CONNECT_TIMEOUT_MS = 1_500`, and `StdioMcpClient.connect()` passes the 1.5s value to the `initialize` request for both the `newline` and `framed` attempts. `McpServerRegistration` in `sdk/packages/core/src/extensions/mcp/types.ts` has no timeout field at all (only `CreateMcpToolsOptions.timeoutMs`, applied per-tool-call in `tools.ts`), so a per-server `timeout` cannot reach the handshake. The silent-drop log the reporter quoted is `sdk/packages/core/src/runtime/orchestration/runtime-builder.ts`: `[mcp] Failed to load tools from MCP server ""..."", skipping: ...`.",PR #12363 (`fix: honor MCP stdio timeout during initialize`) is OPEN and unmerged at tip e4091c368 — needs review. Reference point: the official MCP SDK default is 60s.
12360,https://github.com/cline/cline/issues/12360,Feature Request: Allow independently collapsing the command/script section within an API Request block (separate from the output section),2026-07-17,2026-07-17,sandyitha,VS Code,vscode-new,feature-request,feature-request,yes,low,no,,,"Still applicable on `main`. In `apps/vscode/webview-ui/src/components/chat/CommandOutputRow.tsx` the command text is rendered unconditionally through `<CodeBlock forceWrap source={...command...} />` with no collapse affordance, while only the output half gets one — `CommandOutputContent` receives `isOutputFullyExpanded` / `onToggle` and renders `<ExpandHandle>` when `lineCount > 5`. So the output is independently collapsible but the script is not, which is precisely the asymmetry the reporter describes.","Small, self-contained webview change: add an `ExpandHandle` around the command `CodeBlock` in `CommandOutputRow.tsx`. Filed against 3.46.0 but the gap carried into the new webview."
12362,https://github.com/cline/cline/issues/12362,Cline VSCode Extension v4.0.9 always shows [OPENAI] Connection error. for the local LLM,2026-07-17,2026-07-24,keeratita,VS Code|extension-regression,vscode-new,bug,repro-candidate,unsure,critical,yes,,opaque-connection-error,"The one merged OpenAI-Compatible fix in this window, `2c64c4ce5` (#12532, 2026-07-24), only normalizes a trailing slash in `apps/vscode/src/core/controller/models/refreshOpenAiModels.ts` for the model-list fetch — it does not touch the inference path, so it cannot explain a chat-time `Connection error`. The proxy angle several reporters raise is unresolved on `main`: `apps/vscode/src/shared/net.ts` only installs undici's `EnvHttpProxyAgent` when `process.env.IS_STANDALONE === ""true""` (JetBrains/CLI) and otherwise hands bare `globalThis.fetch` to `cline-session-factory.ts` / `sdk-api-handler.ts`, relying entirely on VS Code's own proxy patching.","GitHub state is OPEN/REOPENED with 9 comments, labeled `extension-regression`; at least four distinct reporters, one of whom still fails on cline-nightly-4.0.1784858290. Likely two different root causes bundled together (stale config/cache — @keeratita fixed it by clearing config — and proxy/TLS). Worth splitting."
12376,https://github.com/cline/cline/issues/12376,Proposal: Agent Trust Cards (ATC) — SSL certificates for AI agents,2026-07-18,2026-07-18,edgarfloresguerra2011-a11y,,unknown,spam-noise,invalid-bogus,no,low,no,,,"No actionable change against any path in `/workspace`; the author explicitly writes ""Not asking for adoption — just sharing"". The whole proposal is an external hosted service (`marketnow.site/api/atc`) with links to the author's own repo, release, and dev.to post, and no proposed integration point in `sdk/packages/*` or `apps/*`.",Self-promotion of a third-party CA service. Safe to close as not-actionable; consider redirecting to Discussions.
12377,https://github.com/cline/cline/issues/12377,Task context drift: assistant resumes a completed previous task instead of prioritizing the latest user request,2026-07-18,2026-07-18,CAME-1-Telly,VS Code,vscode-new,bug,needs-info,unsure,low,no,,,"The mechanism the reporter blames exists on `main` and already contains the mitigation they ask for: `apps/vscode/src/sdk/sdk-followup-coordinator.ts` injects `""[TASK RESUMPTION] This task was interrupted. It may or may not be complete, so please reassess the task context. The conversation history has been preserved. New instructions from the user: ...""`, and `apps/vscode/src/sdk/sdk-user-message-mapping.ts` classifies that prefix as a synthetic prompt. So the resumption prompt does instruct reassessment; whether the model honors it is non-deterministic and the report has no task export or model trace.",Reads as prompt-adherence drift on gpt-5.5 rather than a code defect. Would need a task export to evaluate; otherwise this is prompt tuning in `sdk-followup-coordinator.ts`.
12385,https://github.com/cline/cline/issues/12385,Kimi K3 model returns repeated Invalid API Response errors after first message,2026-07-18,2026-07-24,githubuser1256,,vscode-new,bug,legacy-only,no,high,yes,,invalid-api-response-empty,"Neither user-visible string exists anywhere on `main`: grep across `/workspace` finds no `Invalid API Response`, no `empty or unparsable response`, and no `repeated tool call failures`. The SDK harness's equivalent is the terse `""Model returned empty response""` in `sdk/packages/agents/src/agent-runtime.ts`. That matches the reporters' own finding that the CLI (which runs the SDK harness) works fine with K3 while only the marketplace extension fails — i.e. the defect lives in the legacy 3.x bundle still served through `apps/vscode-rollout`.","Five distinct users hitting it in production on Cline's own built-in K3 route (not BYOK), and @reneehuang1 confirmed it is not the earlier GPU-capacity blip. Legacy-only by the scope rule, but a human should decide whether to hotfix the legacy bundle or accelerate the SDK-extension rollout for K3. The final comment (@brucemikhailif-coder) is abusive noise and warrants moderation."
12388,https://github.com/cline/cline/issues/12388,"Checkpoint restore fails with ""No checkpoint found at or before run N"" after internal continuations",2026-07-18,2026-07-19,aeltorio,VS Code,sdk-core,bug,confirmed-by-code,yes,high,yes,,,"The reporter's root-cause analysis holds on `main`. `createCheckpointHooks` in `sdk/packages/core/src/hooks/checkpoint-hooks.ts` does `beforeRun: async ({snapshot}) => { ...; runCount += 1; }` with no distinction between a user turn and an internal continuation, and `sdk/packages/agents/src/agent-runtime.ts` routes both `run()` and `continue()` through the same private `execute()`, which calls `callBeforeRunHooks()` unconditionally. Meanwhile `apps/vscode/src/sdk/sdk-checkpoints.ts` computes its run number by counting `isVisibleCheckpointUserMessage` entries (`say === ""task""` / `""user_feedback""`), so the two counters diverge permanently after the first continuation and `checkpoint-restore.ts` then throws `No checkpoint found at or before run N in session ...`.","PR #12387 is OPEN and unmerged at tip e4091c368 despite two commenters thanking the author for ""the fix"" — needs maintainer review. Affects both VS Code and CLI since the counter lives in `@cline/core`."
12389,https://github.com/cline/cline/issues/12389,"Cline regularly stalls on CLI commands, requiring VS Code relaunch",2026-07-19,2026-07-20,compubmw,VS Code,vscode-new,bug,duplicate,unsure,high,no,12079,terminal-skipped-hang,"This is the terminal-integration area that `main` has been actively reworking: `8b4d1973b` (`fix(vscode): reclaim unobserved fallback terminals`, #12352, merged 2026-07-22, three days after this was filed) rewrote `apps/vscode/src/hosts/vscode/terminal/VscodeTerminalManager.ts`, `VscodeTerminalProcess.ts` and `apps/vscode/src/sdk/vscode-run-commands-tool.ts` specifically to classify unobservable terminal outcomes and reclaim managed `sendText` fallbacks — i.e. the ""command finished but Cline never returns / result missing"" class. Related merges `a41129a5d` (#12320), `a5211a3a5` (#12359) and `557d72569` (#12331) touch the same path, so it is unclear whether the reporter's 4.0.9 stall survives.","Three reporters, one of whom uninstalled. @sjalander's added detail (""as soon as a long command line is used, Cline hangs"") points at output/length handling in `vscode-run-commands-tool.ts` and overlaps with #12395."
12395,https://github.com/cline/cline/issues/12395,CLINE allow the agent to create user input command.,2026-07-19,2026-07-19,sjalander,VS Code,sdk-core,feature-request,feature-request,yes,medium,no,,,"Partially addressed on `main` at the prompt layer only: `sdk/packages/core/src/extensions/tools/definitions.ts` already tells the model ""Commands must be non-interactive. Commands that require follow-up input like pagers should be skipped or used with supported flags/env (e.g. git --no-pager, --non-interactive) to bypass the interaction steps."" There is no enforcement layer — grep for `GIT_PAGER` / `--no-pager` / `TERM=dumb` finds only `apps/vscode/src/utils/git.ts`, which hardcodes `git --no-pager diff` for Cline's own internal diffs, never for agent-issued commands.",Concrete and cheap: set `GIT_PAGER=cat` / `PAGER=cat` (or inject `--no-pager`) in the command tool's spawn env in `apps/vscode/src/sdk/vscode-run-commands-tool.ts` and the SDK bash executor. Same reporter as a comment on #12389 — the two describe the same freeze from different angles.
12399,https://github.com/cline/cline/issues/12399,Feature request: Add Kimi Code subscription endpoint (api.kimi.com/coding) to Moonshot provider,2026-07-20,2026-07-20,JSKDLF,,sdk-llms,feature-request,feature-request,yes,low,no,,,"Confirmed missing on `main`: `sdk/packages/llms/src/providers/providers.generated.ts` defines `moonshot` with `defaults.baseUrl = ""https://api.moonshot.ai/v1""` and a separate `moonshotai-cn` entry, and grep finds no occurrence of `api.kimi.com` or the `kimi-for-coding` / `kimi-for-coding-highspeed` model ids anywhere in the repo. So Kimi Code subscribers do have to fall back to the generic OpenAI-Compatible provider as described.","Well-specified request (endpoints, model ids, context windows, reasoning-effort mapping supplied by the reporter). Note `providers.generated.ts` is auto-generated from models.dev by `ae033761a` (#12204), so a subscription-only endpoint needs a manual entry or a generator override."
12400,https://github.com/cline/cline/issues/12400,Feature request: Add Alibaba Cloud Token Plan subscription endpoint (token-plan.cn-beijing.maas.aliyuncs.com) to Qwen provider,2026-07-20,2026-07-20,JSKDLF,,sdk-llms,feature-request,feature-request,yes,low,no,,,"Confirmed missing on `main`: `sdk/packages/llms/src/providers/providers.generated.ts` defines `alibaba` with `defaults.baseUrl = ""https://dashscope-intl.aliyuncs.com/compatible-mode/v1""` plus an `alibaba-cn` variant, and grep finds no `token-plan.cn-beijing.maas.aliyuncs.com` or `coding.dashscope.aliyuncs.com` anywhere in the repo.","Same shape and same reporter as #12399 (subscription endpoint not covered by the models.dev-generated catalog); worth handling together. `providers.generated.ts` is generated by #12204, so this needs a manual entry or generator override."
12403,https://github.com/cline/cline/issues/12403,Error in legacy tool calls.,2026-07-20,2026-07-21,billsargent,VS Code,vscode-new,question-support,invalid-bogus,yes,low,no,,,"Not an error — it is an intentional notice on `main`. `apps/vscode/src/sdk/sdk-task-control-coordinator.ts` emits `""⚠️ This is a legacy task. It may not work as well because tool names may have changed.""` when resuming a pre-SDK task, and `apps/vscode/src/sdk/legacy-task-handling.ts` injects the matching in-conversation warning `""Warning: this is a legacy conversation, which means tool names may have changed. Please use the most up-to-date tools you are aware of.""` (asserted in `apps/vscode/src/sdk/sdk-task-history.test.ts`). The reporter pasted that banner into the ""What happened?"" field with no accompanying failure.","Working as designed for tasks created before the SDK migration; the guidance is to start a new task. If degraded resumption quality is the real complaint, that is a separate, better-specified issue."
12406,https://github.com/cline/cline/issues/12406,Cline tries to access LiteLLM routes blocked by default,2026-07-20,2026-07-22,Panossa,JetBrains,sdk-core,bug,confirmed-by-code,yes,medium,yes,,,"Confirmed on `main`, and the JetBrains label is indeed irrelevant since the code is shared. `fetchLiteLlmPrivateModels` in `sdk/packages/core/src/services/llms/provider-defaults.ts` builds its candidate list solely from `buildLiteLlmModelInfoUrls` = `[${baseUrl}/v1/model/info, ${baseUrl}/model/info]`, tries each with `x-litellm-api-key` then `Authorization`, and if all four attempts fail throws `LiteLLM model refresh failed. Attempts: ...`. There is no `/v1/models` fallback anywhere in that fetcher, which is exactly why LiteLLM virtual keys (allowed `/v1/models`, denied `/model/info`) get a 403.","Fix is a `/v1/models` fallback in `fetchLiteLlmPrivateModels` (metadata would be thinner, but discovery would work for virtual keys). Note the reporter's exact string `Failed to fetch LiteLLM model info: Forbidden` is the JetBrains/legacy wording; on `main` the same failure surfaces as `LiteLLM model refresh failed. Attempts: ...`. Also worth confirming whether a failed refresh should block chat at all."
12408,https://github.com/cline/cline/issues/12408,CLI TUI: Add a discoverable way to rename sessions from /history or slash commands,2026-07-20,2026-07-25,lovingfish,CLI|beta,cli,feature-request,feature-request,yes,low,no,,,"Accurate on `main`. The shell command exists — `apps/cli/src/main.ts` registers `history update` with `--title <text>` (backed by `apps/cli/src/commands/history.ts`) — but `apps/cli/src/tui/commands/slash-command-registry.ts` only registers `history` among its slash commands, with no `rename` or `title` entry, and `apps/cli/src/tui/components/dialogs/help-dialog.tsx` lists only `/history`. So there is no in-TUI rename affordance.",Maintainer already queued it and @Auntara12 volunteered; just needs assignment. Implementation is a new entry in `slash-command-registry.ts` plus an edit action in the `/history` view.
12409,https://github.com/cline/cline/issues/12409,Sejahtera Verify,2026-07-20,2026-07-20,geekz-reno,VS Code,unknown,question-support,invalid-bogus,no,low,yes,,,"Not a code report — the author says outright ""Its not a bug, just question"". Nothing in the repo relates to SMS/OTP delivery: grep for `Sejahtera`, `otp`, and `phone` across `apps/vscode/src` matches only `apps/vscode/src/shared/cline/banner.ts` (unrelated). Phone verification happens in Cline's hosted signup, which has no code in `/workspace`.","Needs a one-line human answer confirming (or denying) that ""Sejahtera Verify"" is Cline's SMS sender — a user is being asked to trust an unfamiliar OTP sender, so leaving it unanswered is a trust/anti-phishing risk. No code change."
12413,https://github.com/cline/cline/issues/12413,Cline: Task content is cleared after reopening an interrupted task,2026-07-20,2026-07-20,kirtirajsinh-dot,VS Code|JetBrains,vscode-new,bug,repro-candidate,yes,high,yes,,task-history-loss,"Both reported symptoms map to live code on main: `clearTask()` in `apps/vscode/src/sdk/sdk-task-control-coordinator.ts` rejects any outstanding interaction with the literal string `""Task cleared""` (`this.options.interactions.clearPending(""Task cleared"")`), and `showTaskWithId()` in the same file installs an empty task proxy and logs `No messages found for task` when `taskHistory.getClineMessages(taskId)` returns nothing, which renders a blank chat. `cancelTask()` in that file aborts the SDK session and appends a `resume_task` ask but does not flush pending message persistence first, so an interrupt/reopen race is plausible.","Owned by apps/vscode (`sdk-task-control-coordinator.ts` + session persistence in @cline/core). Suspect a race between `sessions.endActiveSession()`/abort and the SDK session message flush, so `readMessages()` returns an empty history for the interrupted session."
12417,https://github.com/cline/cline/issues/12417,CLI command execution hangs on background processes (bash & + wait pattern),2026-07-21,2026-07-21,mrcoffeebreak,,vscode-new,bug,repro-candidate,yes,high,yes,,terminal-skipped-hang,"Both execution paths on main can stall on a backgrounded child. In `sdk/packages/core/src/extensions/tools/executors/bash.ts`, `spawnAndCollect()` only settles on `child.on(""close"")` (there is no `exit` handler), and `close` waits for every inherited stdio pipe to close, so a `&`-detached server holding stdout defers resolution to the timeout. In the foreground/`integrated` terminal path, `apps/vscode/src/sdk/vscode-run-commands-tool.ts` sets `VSCODE_FOREGROUND_RUN_COMMANDS_TIMEOUT_MS = 60 * 60 * 1000` (one hour), which is indistinguishable from an indefinite hang; the only escape is the ""Proceed While Running"" detach handle registered in `executeForeground()`.",Owned jointly by @cline/core (`extensions/tools/executors/bash.ts` close-vs-exit) and apps/vscode (`vscode-run-commands-tool.ts` foreground timeout). The reporter's root-cause analysis is essentially correct.
12419,https://github.com/cline/cline/issues/12419,Cline 界面卡死（gRPC 响应过大 + CheckpointTracker 失败 + Windows 路径兼容性问题）,2026-07-21,2026-07-21,TanhuaXiaobai,VS Code,vscode-new,bug,legacy-only,no,medium,no,,grey-blank-webview,"The reporter is on `hybridtalentcomputing.cline-chinese` v3.86.6, a third-party fork of the legacy 3.x extension, and every symbol they quote is legacy-only: `rg CheckpointTracker` and `rg ""TODO_SECTION|SYSTEM_INFO_SECTION""` return nothing anywhere in /workspace, while `git grep -l CheckpointTracker origin/legacy-extension` and `git grep -l TODO_SECTION origin/legacy-extension` both hit (`apps/vscode/src/core/task/message-state.ts`, `apps/vscode/src/core/prompts/system-prompt/templates/placeholders.ts`). Main uses a different checkpoint stack under `sdk/packages/core/src/session/checkpoint-*.ts`. Only two incidental strings survive on main: `apps/vscode/src/core/storage/documents-path.ts:19` (""Failed to retrieve Windows Documents path"", a warning with a `~/Documents` fallback) and `apps/vscode/src/services/telemetry/TelemetryService.ts:2646` (the ""Large gRPC response"" log, which is diagnostic only).",Third-party fork (cline-chinese) of the retired 3.x extension; the checkpoint and prompt-component code they blame does not exist on main. Auto-closeable with a pointer to official 4.x.
12422,https://github.com/cline/cline/issues/12422,I can't see any thing after the cline was tring to do thing.,2026-07-21,2026-07-21,tanjhysj0,VS Code,vscode-new,bug,duplicate,yes,high,no,10626,grey-blank-webview,"A blank, unclickable Cline view is a known main-branch failure mode that was fixed after this report: commit b72d7f1a6 (#12553, 2026-07-25) ""fix(vscode): keep webview alive when moved between primary and secondary sidebars"" describes exactly ""the view go blank"" caused by `VscodeWebviewProvider` disposing the whole `Controller` on `WebviewView.onDidDispose` (re-resolved view served by a dead controller, so `postStateToWebview` no-ops) plus a hostbridge streaming client returning a Promise instead of the cancel function. The report predates that commit and the reporter gave no Cline version (they pasted the VS Code version 1.129.1 in the Cline Version field), so it needs re-testing on 4.0.11+.","Likely already fixed by b72d7f1a6 (#12553). Worth asking the reporter to retest on 4.0.11+ before closing; the report has no Cline version, no logs, and only screenshots."
12431,https://github.com/cline/cline/issues/12431,Cline hit repeated tool call failures. Try guiding it with a new prompt.,2026-07-21,2026-07-25,jiangnan10,VS Code,vscode-new,bug,legacy-only,no,low,no,,,"The exact message is legacy-only: `git grep ""repeated tool call failures"" origin/legacy-extension` hits `apps/vscode/src/core/task/index.ts:2862`, and the same search across /workspace returns nothing. On main the equivalent guardrails are `sdk/packages/core/src/runtime/safety/loop-detection.ts` and the `mistake_limit_reached` ask rendered by `apps/vscode/webview-ui/src/components/chat/ErrorRow.tsx`, with different copy, and commit e4091c368 (#12561, 2026-07-26) just reworked that behavior (""Stop the task at the mistake limit like the CLI""). The thread also self-resolved: commenter ambondarev concluded the Playwright MCP server never errored and the failures came from narration-only model turns.","Report body is empty (no repro, no provider, no system info) and self-resolved in comments. Two of the five comments are promotional posts for an unrelated product (MartinLoop) from a non-contributor; treat those as noise."
12437,https://github.com/cline/cline/issues/12437,Cline can not powershell7,2026-07-21,2026-07-21,Fireqtian,VS Code,vscode-new,bug,duplicate,yes,medium,no,11017,shell-override-ignored,"Two concrete defects on main match the report. First, `getAvailableTerminalProfiles()` in `apps/vscode/src/utils/shell.ts` hardcodes the PowerShell 7 profile path to `SHELL_PATHS.POWERSHELL_7` = `C:\\Program Files\\PowerShell\\7\\pwsh.exe`, even though the same file already has `getWindowsPwshInstallPaths()` which probes `ProgramW6432`, Program Files 6/7 and the Store install; and `getWindowsShellFromVSCode()` falls back to `SHELL_PATHS.POWERSHELL_LEGACY` whenever the named profile is missing from `terminal.integrated.profiles.windows`. Second, the garbling is explained by `sdk/packages/core/src/extensions/tools/executors/bash.ts:91`, where `createRollingCollector` decodes all child output with `new StringDecoder(""utf8"")` — Windows PowerShell 5.1 on a zh-CN console emits GBK, which becomes mojibake. Background Exec routes through this collector via `createShellExecutor` in `apps/vscode/src/sdk/vscode-run-commands-tool.ts`.","Note #12331 (2026-07-18, `fix(vscode): shell mismatch between prompt, execution, and user configuration on Windows`) shipped in v4.0.10 (tagged 2026-07-20), so the reporter already has it; the hardcoded pwsh path and the UTF-8-only output decoder are the remaining gaps."
12466,https://github.com/cline/cline/issues/12466,Add quoted replies and preserve reading position after sending a message,2026-07-22,2026-07-22,rockywang101,,vscode-new,feature-request,feature-request,yes,low,yes,,,"Neither capability exists on main. `apps/vscode/webview-ui/src/components/chat/chat-view/hooks/useScrollBehavior.ts` unconditionally calls `scrollToBottomSmooth()`/`scrollToBottomAuto()` on new grouped messages unless `disableAutoScrollRef.current` was set by a manual wheel/scroll, and there is no persisted reading-position anchor. Searching the chat components for a quote/reply affordance turns up nothing — `apps/vscode/webview-ui/src/components/chat/UserMessage.tsx` offers only edit-and-regenerate, not quoting a specific assistant passage.","Pure UX request against `apps/vscode/webview-ui`. Needs a product call on whether quoted replies belong in the chat surface; the scroll-position half is a smaller, self-contained change in `useScrollBehavior.ts`."
12468,https://github.com/cline/cline/issues/12468,上下文压缩,2026-07-22,2026-07-22,XIEJINCHEN,VS Code,sdk-core,bug,needs-info,unsure,medium,no,,compaction-runs-while-disabled,"The report (""auto context compaction does not shrink the context, it doubles it"") is filed against v3.86.6 with no steps, logs or numbers. The compaction code that would own this on main is `sdk/packages/core/src/extensions/context/compaction.ts` (trigger at `maxInputTokens * COMPACTION_TRIGGER_RATIO`, 0.9) and `compaction-shared.ts` (`buildSummaryRequest`/`findCutIndex`); I could not find any code path there that grows the transcript, and the summary replaces messages before `findCutIndex`. Without a session id, token counts, or the before/after message counts there is nothing concrete to check against.","Legacy-era version (3.86.6) plus an empty repro template. Ask for the compaction log line (`Context compaction diagnostics` from `compaction.ts`) with before/after token counts, or close as unactionable."
12469,https://github.com/cline/cline/issues/12469,🔒 Security: MCP Integration Leaks Complete process.env to MCP Servers,2026-07-22,2026-07-22,Correctover,,sdk-core,bug,confirmed-by-code,yes,medium,yes,,,"The finding holds on main, at a slightly different location than cited: `sdk/packages/core/src/extensions/mcp/client.ts` spawns stdio MCP servers with `env: { ...process.env, ...(transport.env ?? {}) }` (in `spawnProcess()`, around the `spawn(transport.command, ...)` call). By contrast the VS Code host does the safe thing — `apps/vscode/src/services/mcp/McpHub.ts` builds its `StdioClientTransport` with `env: { ...getDefaultEnvironment(), ...(expandedConfig.env || {}) }`. So the CLI/hub/desktop hosts that use `@cline/core`'s own MCP client hand the full parent environment to every stdio MCP server, while the VS Code path does not.","Owned by @cline/core. Real inconsistency worth closing (align `extensions/mcp/client.ts` with the MCP SDK's `getDefaultEnvironment()` allowlist), though impact is limited to servers the user explicitly configured locally. The report is padded with self-promotion (vendor site, Zenodo DOI, @-pings of unrelated users) — judge the code claim, not the packaging."
12474,https://github.com/cline/cline/issues/12474,Add latest Gemini models: `gemini-3.6-flash` and `gemini-3.5-flash-lite` (blocked by Gemini integration update),2026-07-22,2026-07-24,Vectorial1024,VS Code,sdk-llms,feature-request,feature-request,yes,low,yes,,stale-model-catalog,"Partially done on main. `sdk/packages/llms/src/catalog/catalog.generated.ts` now carries `gemini-3.6-flash` and `gemini-3.5-flash-lite` under the `gemini` provider (both with `contextWindow: 1048576`, `releaseDate: ""2026-07-21""`), and as `google/gemini-3.6-flash` under `openrouter` and `vercel-ai-gateway`; that file landed in ae033761a (#12204, 2026-07-23). The `vertex` block (starting at the `""vertex""` key in the same file) still tops out at `gemini-3.5-flash`/`gemini-3.1-pro-preview` — no 3.6 Flash or 3.5 Flash-Lite — which is exactly the provider the commenters are using.","Remaining work: add the two models to the `vertex` catalog block, and unblock the prefill incompatibility tracked in #12521 (the 400 `Requests ending with a model turn are not supported` the commenters hit). Keep open until #12521 lands."
12492,https://github.com/cline/cline/issues/12492,Update: MarketNow 10-layer audit + prompt injection defense + submit_skill tool,2026-07-23,2026-07-23,edgarfloresguerra2011-a11y,,unknown,spam-noise,invalid-bogus,no,low,no,,,"The body is a product advertisement for marketnow.site with signup instructions, pricing-style feature tables and contact details; it reports no Cline defect and references no Cline code. Nothing in /workspace relates to it (no `marketnow` matches anywhere in the repo).",Unsolicited marketing filed as an issue; safe to close and lock.
12507,https://github.com/cline/cline/issues/12507,"Groq provider always sends ~42k tokens on fresh workspace, causing 413 ""Request too large""",2026-07-23,2026-07-23,seays-0715,VS Code,sdk-llms,question-support,invalid-bogus,no,low,no,,,"The arithmetic points at Groq's TPM accounting, not a Cline bug. Groq counts `input + max_completion_tokens` against TPM, and `sdk/packages/llms/src/providers/gateway.ts:22` sets `DEFAULT_GATEWAY_MAX_OUTPUT_TOKENS = 32_000`, which `resolveGatewayRequestMaxTokens()` uses whenever the caller does not request an explicit `maxTokens`. 42,451 − 32,000 ≈ 10.4k, which matches Cline's baseline prompt: `sdk/packages/shared/src/prompt/system.ts` is ~6.6 KB and `sdk/packages/core/src/extensions/tools/definitions.ts` ~30 KB of tool schemas. The catalog entry `openai/gpt-oss-20b` under `groq` in `catalog.generated.ts` declares `contextWindow: 131072`, so nothing is misconfigured — the account's 8,000 TPM tier simply cannot fit an agentic system prompt plus a 32k output reservation.","Answerable without a maintainer: Cline is not sending 42k of content. If the team wants a follow-up, the discussable knob is lowering `DEFAULT_GATEWAY_MAX_OUTPUT_TOKENS` or deriving it from the model's remaining context for low-TPM tiers."
